          team_name           |  season   | matches_played | wins | draws | losses | goals_for | goals_against | goal_difference 
 KSV Cercle Brugge            | 2009/2010 |             28 |   11 |     5 |     12 |        45 |            40 |               5
 KSV Cercle Brugge            | 2010/2011 |             30 |   11 |     6 |     13 |        33 |            34 |              -1
 KSV Cercle Brugge            | 2011/2012 |             30 |   13 |     7 |     10 |        36 |            37 |              -1
 KSV Cercle Brugge            | 2012/2013 |             30 |    3 |     5 |     22 |        30 |            65 |             -35
 KSV Cercle Brugge            | 2014/2015 |             30 |    6 |     6 |     18 |        21 |            45 |             -24
 KSV Roeselare                | 2008/2009 |             34 |    8 |     6 |     20 |        33 |            59 |             -26
 KSV Roeselare                | 2009/2010 |             28 |    4 |     6 |     18 |        29 |            58 |             -29
 KV Kortrijk                  | 2008/2009 |             34 |    9 |    11 |     14 |        37 |            55 |             -18
 KV Kortrijk                  | 2009/2010 |             28 |   12 |     9 |      7 |        39 |            30 |               9
 KV Kortrijk                  | 2010/2011 |             30 |   11 |     5 |     14 |        36 |            39 |              -3
 KV Kortrijk                  | 2011/2012 |             30 |   13 |     7 |     10 |        39 |            36 |               3
