          team_name           | match_date | points | rolling_5_match_points 
 Sassuolo                     | 2015-03-09 |      0 |                      1
 Sassuolo                     | 2015-03-15 |      3 |                      3
 Sassuolo                     | 2015-03-22 |      0 |                      3
 Sassuolo                     | 2015-04-04 |      3 |                      6
 Sassuolo                     | 2015-04-12 |      0 |                      6
 Sassuolo                     | 2015-04-19 |      1 |                      7
 Sassuolo                     | 2015-04-26 |      0 |                      4
 Sassuolo                     | 2015-04-29 |      0 |                      4
 Sassuolo                     | 2015-05-02 |      1 |                      2
 Sassuolo                     | 2015-05-10 |      3 |                      5
 Sassuolo                     | 2015-05-17 |      3 |                      7
 Sassuolo                     | 2015-05-24 |      3 |                     10
 Sassuolo                     | 2015-05-31 |      3 |                     13
 Sassuolo                     | 2015-08-23 |      3 |                     15
 Sassuolo                     | 2015-08-29 |      3 |                     15
 Sassuolo                     | 2015-09-13 |      1 |                     13
 Sassuolo                     | 2015-09-20 |      1 |                     11
 Sassuolo                     | 2015-09-23 |      3 |                     11
 Sassuolo                     | 2015-09-27 |      1 |                      9
 Sassuolo                     | 2015-10-04 |      0 |                      6
 Sassuolo                     | 2015-10-18 |      3 |                      8
 Sassuolo                     | 2015-10-25 |      0 |                      7
 Sassuolo                     | 2015-10-28 |      3 |                      7
 Sassuolo                     | 2015-11-01 |      1 |                      7
 Sassuolo                     | 2015-11-08 |      3 |                     10
 Sassuolo                     | 2015-11-22 |      0 |                      7
 Sassuolo                     | 2015-11-30 |      1 |                      8
 Sassuolo                     | 2015-12-06 |      3 |                      8
 Sassuolo                     | 2015-12-20 |      1 |                      8
 Sassuolo                     | 2016-01-06 |      1 |                      6
 Sassuolo                     | 2016-01-10 |      3 |                      9
 Sassuolo                     | 2016-01-16 |      0 |                      8
 Sassuolo                     | 2016-01-20 |      1 |                      6
 Sassuolo                     | 2016-01-24 |      0 |                      5
 Sassuolo                     | 2016-01-30 |      1 |                      5
 Sassuolo                     | 2016-02-02 |      0 |                      2
 Sassuolo                     | 2016-02-07 |      1 |                      3
 Sassuolo                     | 2016-02-13 |      1 |                      3
 Sassuolo                     | 2016-02-21 |      3 |                      6
 Sassuolo                     | 2016-02-29 |      3 |                      8
 Sassuolo                     | 2016-03-06 |      3 |                     11
 Sassuolo                     | 2016-03-11 |      0 |                     10
 Sassuolo                     | 2016-03-20 |      1 |                     10
 Sassuolo                     | 2016-04-02 |      3 |                     10
 Sassuolo                     | 2016-04-09 |      0 |                      7
 Sassuolo                     | 2016-04-17 |      0 |                      4
 Sassuolo                     | 2016-04-20 |      1 |                      5
 Sassuolo                     | 2016-04-24 |      3 |                      7
 Sassuolo                     | 2016-05-01 |      3 |                      7
 Sassuolo                     | 2016-05-08 |      3 |                     10
 Sassuolo                     | 2016-05-14 |      3 |                     13
 SC Bastia                    | 2012-08-11 |      3 |                      3
 SC Bastia                    | 2012-08-18 |      3 |                      6
 SC Bastia                    | 2012-08-25 |      0 |                      6
 SC Bastia                    | 2012-09-01 |      0 |                      6
 SC Bastia                    | 2012-09-15 |      0 |                      6
 SC Bastia                    | 2012-09-22 |      0 |                      3
 SC Bastia                    | 2012-09-29 |      1 |                      1
 SC Bastia                    | 2012-10-06 |      3 |                      4
 SC Bastia                    | 2012-10-21 |      1 |                      5
 SC Bastia                    | 2012-10-28 |      3 |                      8
 SC Bastia                    | 2012-11-04 |      0 |                      8
 SC Bastia                    | 2012-11-10 |      0 |                      7
 SC Bastia                    | 2012-11-17 |      0 |                      4
 SC Bastia                    | 2012-11-24 |      3 |                      6
 SC Bastia                    | 2012-12-01 |      1 |                      4
 SC Bastia                    | 2012-12-07 |      1 |                      5
 SC Bastia                    | 2012-12-12 |      0 |                      5
 SC Bastia                    | 2012-12-15 |      0 |                      5
 SC Bastia                    | 2012-12-22 |      3 |                      5
 SC Bastia                    | 2013-01-13 |      3 |                      7
 SC Bastia                    | 2013-01-20 |      0 |                      6
 SC Bastia                    | 2013-01-27 |      0 |                      6
 SC Bastia                    | 2013-02-02 |      1 |                      7
 SC Bastia                    | 2013-02-08 |      0 |                      4
 SC Bastia                    | 2013-02-16 |      0 |                      1
 SC Bastia                    | 2013-02-23 |      1 |                      2
 SC Bastia                    | 2013-03-02 |      3 |                      5
 SC Bastia                    | 2013-03-10 |      0 |                      4
 SC Bastia                    | 2013-03-16 |      3 |                      7
 SC Bastia                    | 2013-03-30 |      3 |                     10
 SC Bastia                    | 2013-04-06 |      3 |                     12
